"Id","channelId","Creation_Timestamp","Prediction","textDisplay","Update_Timestamp","videoId"
"98","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:42","positive","""references1. studies show that full squats cause more glute and adductor growth than partial squats and that full rom scott curls produce superior bicep growth compared to partials.<a href=""""https:pubmed.ncbi.nlm.nih.gov31230110"""">https:pubmed.ncbi.nlm.nih.gov31230110<a><a href=""""https:pubmed.ncbi.nlm.nih.gov22027847"""">https:pubmed.ncbi.nlm.nih.gov22027847<a>2. """"strengthening the posterior head of the deltoid is desirous for ensuring shoulder joint integrity and reducing injury potential.""""<a href=""""https:pubmed.ncbi.nlm.nih.gov11222932"""">https:pubmed.ncbi.nlm.nih.gov11222932<a>3. various studies, including a 2010 randomized controlled trial published in the journal of strength and conditioning research, show that exercises and muscle groups you train first in a workout see the most gains<a href=""""https:pubmed.ncbi.nlm.nih.gov20938358"""">https:pubmed.ncbi.nlm.nih.gov20938358<a>4. various studies show that stretching a muscle for 60 seconds or longer decreases subsequent muscle activation during exercises.<a href=""""https:www.ncbi.nlm.nih.govpmcarticlespmc1150232"""">https:www.ncbi.nlm.nih.govpmcarticlespmc1150232<a><a href=""""https:pubmed.ncbi.nlm.nih.gov10956367"""">https:pubmed.ncbi.nlm.nih.gov10956367<a><a href=""""https:pubmed.ncbi.nlm.nih.gov10194214"""">https:pubmed.ncbi.nlm.nih.gov10194214<a>5. a meta-analysis found a dose-response relationship between training volume and muscle growth in trained lifters. the more sets subjects did, the more muscle they gained. <a href=""""https:pubmed.ncbi.nlm.nih.gov27433992"""">https:pubmed.ncbi.nlm.nih.gov27433992<a>6. an eight-week study had subjects do either one, three, or five sets per exercise, which led them to do the following number of sets per muscle per week:<a href=""""https:pubmed.ncbi.nlm.nih.gov30153194"""">https:pubmed.ncbi.nlm.nih.gov30153194<a>7. you only need a modest calorie surplus to effectively build muscle while minimizing fat gain. see figure 1<a href=""""https:www.tandfonline.comdoipdf10.108017461391.2011.643923"""">https:www.tandfonline.comdoipdf10.108017461391.2011.643923<a>8. a 2018 meta-analysis published in the british journal of sports medicine found that you only need 0.73 grams per pound of body weight per day. that equals 131 grams of protein daily for a 180-pound person.<a href=""""https:pubmed.ncbi.nlm.nih.gov28698222"""">https:pubmed.ncbi.nlm.nih.gov28698222<a>""","2024-02-12 18:25:38","c3wEEdD8tWc"
"85","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:40","confusion","can you only do this once a day? i mean perhaps three bouts of 1hr per day?","2024-02-12 18:25:52","r8MLGFbOhYM"
"423","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:22","negative","""Oh mom, don't bribe Silverqueen, then someone will be blindly jealous""","2024-02-12 18:26:04","58PpN0_VzQg"
"511","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:33","contradiction","""i hope you're happy, but don't be happier !!""","2024-02-12 18:26:16","ZQFmRXgeR-s"
"95","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:42","positive","""this is a great video, you took a whole podcast episode and made it a simple 5 minute video anyone can digest (obviously in less detail within the limits of reality). do this more! my add needs you.""","2024-02-12 18:26:37","r8MLGFbOhYM"
"124","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:45","interest","ok i will do 1 rep how about that?","2024-02-12 18:26:47","c3wEEdD8tWc"
"538","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:36","nostalgia","i am here after i read forget me not book","2024-02-12 18:26:58","ZQFmRXgeR-s"
"165","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:50","negative","what a rubbish only helps a lot and hard on 12 or 20 20 is always better","2024-02-12 18:27:12","c3wEEdD8tWc"
"142","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:47","amusement","""where the fuck do you get 12.5 lb dumbbells?? lol. when it comes to  isolation moves on shoulders (side raises, rear fly...) technique and time under tension matter more then weight. you ever see a dude perform side raises with 50's and go full rom and good technique...? didn't think so.""","2024-02-12 18:27:45","c3wEEdD8tWc"
"25","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:33","admiration","""thank you so much, this past weeks i learned how to really study, and i encountered this problem where i lost focus, i dont know why i suddenly feel not learning, and you give me all the answer i am looking, thank you""","2024-02-12 18:28:12","r8MLGFbOhYM"
"285","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:05","interest","""key takeaways for quick navigation:  munger warns of us commercial property storm due to bad loans.<b>  downtown areas globally will face challenges with different property owners.<b>  real estate values depend on borrowing, impacting lenders and operators.<b>  rising interest rates affect borrowers, potentially leading to property handovers.<b>made with harpa ai""","2024-02-12 18:28:48","ufrFCjERMDc"
"531","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:35","confusion","ima dude. why do i like this song","2024-02-12 18:28:59","ZQFmRXgeR-s"
"509","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:33","confusion","is anyone listening in 2024?","2024-02-12 18:29:09","ZQFmRXgeR-s"
"201","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:55","interest","i am one of the followers of your page. please add persian language to your subtitle.  thank you","2024-02-12 18:29:23","ufrFCjERMDc"
"340","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","confusion","""great video, thanks for sharing. i still find my two most successful videos in terms of vvsa and avd are my two lowest viewed videos. both are over 50 seconds in length, had vvsa over 80%, and avd of 100% or greater, and yet youtube doesnt seem to show it in feeds. it's only a very new channel, but this doesn't make sense at this point.""","2024-02-12 18:30:02","ryZt5pc2O5s"
"12","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:31","relief","after this video im sleeping","2024-02-12 18:30:11","r8MLGFbOhYM"
"338","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","confusion","i got 2.9k views on my very first shorts and after that i got barely any views on other shorts. what is the reason?","2024-02-12 18:30:28","ryZt5pc2O5s"
"9","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:31","interest","""i do this every often, without actually knowing this video nor the person, it's something i learnt it myself; that explains why i become really focused sometimes.""","2024-02-12 18:30:45","r8MLGFbOhYM"
"173","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:51","negative","""uhm fucking just no. the first thing you did was give obviously incorrect information. the lower portion of a shoulder press (especially when your upper arms go below parallel to the floor) activates the upper chest a lot and as you move through the motion to the exercise the shoulders gradually become the primary muscle activated, very extra super obviously, and the triceps have little activation.souce: you can fucking feel it!""","2024-02-12 18:31:24","c3wEEdD8tWc"
"53","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:36","positive","yeah i will watch a 5 min video and my life will change forever","2024-02-12 18:31:36","r8MLGFbOhYM"
"324","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:10","positive","very cool. thank you.","2024-02-12 18:31:46","ryZt5pc2O5s"
"255","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:01","interest","this is so informative thank you so much! i’m a woman trying to have stronger arms with hypertrophy and i’m so small it’s hard to build bigger muscles though i’m strong. i’ve been doing it wrong.","2024-02-12 18:32:16","ufrFCjERMDc"
"97","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:42","positive","i actually really like this video and it seems to help i have just now started to implement them and my focus is just drastically improveing","2024-02-12 18:32:31","r8MLGFbOhYM"
"514","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:33","interest","and i think this video designer felt the same as her","2024-02-12 18:32:43","ZQFmRXgeR-s"
"489","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:30","sadness","came back to check on the cody cry babies","2024-02-12 18:32:55","58PpN0_VzQg"
"199","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:54","interest","""i'd love to see those exercises, that lead to a greater muscle growth, in an update of the shreded 2.0 program. i feel my sholders are a point of improvement also.""","2024-02-12 18:33:15","ufrFCjERMDc"
"209","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:56","negative","""come out with something on the traps, because i have had a heck of a time trying to grow them and it looks like you might have the same issue.""","2024-02-12 18:33:32","ufrFCjERMDc"
"52","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:36","negative","the thing with quantifying focus and breaks is difficult. in my case it depends what i am studying. if i am solving complex math problems or trying to study by heart then i need more breaks.","2024-02-12 18:33:53","r8MLGFbOhYM"
"27","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:33","calmness","i do the gap effect all the time its called zoning out","2024-02-12 18:34:04","r8MLGFbOhYM"
"225","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","craving","jd mcdonagh needs to see this","2024-02-12 18:34:15","ufrFCjERMDc"
"523","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:34","confusion","what the heck she fr thought she was a swifty but girrrl you are seriously not a swifty","2024-02-12 18:34:29","ZQFmRXgeR-s"
"4","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:30","interest","get to the point zzeeee","2024-02-12 18:34:40","r8MLGFbOhYM"
"394","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:19","interest","make a video abput saying hi.get millions of views because people ever stop scrolling on shorts","2024-02-12 18:34:53","ryZt5pc2O5s"
"111","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:44","amusement","""this guy lol , if you're on roids 6 will work make it 6 to failure or close to fail it will work natty 6 to 12 try to get close to failure , the point is you don't have to go til failure , if you're doing 6 reps pick a heavy enough weight to where you will fail at 6 reps or so if you're going for 12 reps use a heavy enough weight that will make you fail around that 12 rep mark . the more you break down the muscle the more the gain ? i use to do a burn session with 45lbs olympic bench bar 100 reps then do pyramids til failure then back down to bar then bar 100 reps . chest grew pretty good from that 4 months .""","2024-02-12 18:35:52","c3wEEdD8tWc"
"393","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:18","negative","did you actually call cricket a shit sport at ...?i just made it 432 dislikes.","2024-02-12 18:36:06","ryZt5pc2O5s"
"376","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:16","positive","i got 850 subscriber in 6 months through shorts. its awesome","2024-02-12 18:36:17","ryZt5pc2O5s"
"161","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:50","positive","""three things; 1) full range of motion on shoulder press movements, although it does stimulate more of your deltoids, that lower portion of the range is a high risk area. for anyone prone to rotator cuff injuries, which most of us are, the greater majority of trainers and bodybuilders recommend to always stick to 90 degree angle. 2) another method to reduce usage of your traps while doing side lateral raises; roll your shoulders slightly forward and give a slightly more aggressive bend to your elbows. this will emphasize the side deltoids and reduce trap activation. 3) i agree with practically everything else in this video. but i am incredibly happy to see mentioning of high volume being more advantageous. so sick of this new trend promoted by lazy people to do 'low volume, high intensity' .. especially considering they're likely not doing 'high intensity' like they believe. most of the recent studies have all been agreeing that high volume, with progressive overload, and high intensity, is the most effective way to build mass. some even saying 20-30 sets per week being optimal. but it really all boils down to your sleep hygiene and nutrition. poor sleep and poor nutrition equals poor recovery. and if you're going for high volume without full recovery.. that's when you run into problems.""","2024-02-12 18:37:55","c3wEEdD8tWc"
"26","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:33","negative","""i gotta do this tbhmost of the time where i study, i just have motivation for it but not energy, so i lose focus a lot, and forget what i just read aboutalso i study for as long as possible, only taking a break when i dont wanna continue or literally cant""","2024-02-12 18:38:25","r8MLGFbOhYM"
"13","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:31","negative","""been doing this for years. read like a jetfighter, then get bored, then stare into the void for about a few minutes, then wake up from this retarded dolphin sleep, and get back to reading the slides.""","2024-02-12 18:38:46","r8MLGFbOhYM"
"437","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:24","interest","""Moreover, there are buns filled with chicken meat again""","2024-02-12 18:38:58","58PpN0_VzQg"
"280","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:04","confusion","""actually i have cicked on this video mistakenly, without rrading title and looking thumbnail carefully. i thought it's about neck thickness. i naturally have broad shoulders but really good informationactually i have cicked on this video mistakenly, without rrading title and looking thumbnail carefully. i thought it's about neck thickness. i naturally have broad shoulders but really good information.""","2024-02-12 18:39:33","ufrFCjERMDc"
"267","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:03","positive","the editing is crazy good","2024-02-12 18:39:43","ufrFCjERMDc"
"277","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:04","negative","don't do this. protect your rotator cuffs. do dips.   you're welcome.","2024-02-12 18:39:57","ufrFCjERMDc"
"190","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:53","satisfaction","great content thank you","2024-02-12 18:40:07","c3wEEdD8tWc"
"447","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:25","confusion","""Hey fighters, what are you up to?""","2024-02-12 18:40:18","58PpN0_VzQg"
"375","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:16","positive","new subscriber here! your content has really helped me understand youtube’s algorithm as a whole. starting out i knew absolutely nothing and i’m finally starting to get a sense of direction thanks to you !","2024-02-12 18:40:38","ryZt5pc2O5s"
"127","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:46","positive","but to stay lean but mean i believe it higher reps ie. 15 x 3 sets all personal aims. i personally are just reclaiming","2024-02-12 18:40:54","c3wEEdD8tWc"
"547","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:37","satisfaction","i left this comment here just that when ever someone likes it i will get a notification and i can come back to listen again and again","2024-02-12 18:41:10","ZQFmRXgeR-s"
"571","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:40","confusion","""i dont rly know why im crying i dont have bf , ex or crush tho""","2024-02-12 18:41:23","ZQFmRXgeR-s"
"452","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:26","awkwardness","i predicts that roman is going to tell rock to acknowledge him as the tribal chief. rock refuses and think cody was right that he is a high chief. roman demands he gets on his knee and acknowledge him now. rock then confront roman and that will set head of the table match.","2024-02-12 18:41:54","58PpN0_VzQg"
"454","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:26","negative","i live about 10-15 minutes away from where this took place and …i still feel something type of about missing this moment in time","2024-02-12 18:42:10","58PpN0_VzQg"
"119","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:45","confusion","12-15sets??? are you serious???? or is it reps instead of sets lol","2024-02-12 18:42:23","c3wEEdD8tWc"
"487","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:30","negative","road to 1 million dislikes! lets go!","2024-02-12 18:42:34","58PpN0_VzQg"
"16","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:32","negative","""decades back when i was in school and university one issue i had was getting allert and therefor then afterwards focused. to this day i think it is because i am not a morning person. anything befor  i am just not yet awake. which therefor later in my jobs i always tended to become a nighttime worker and late time ariver at work. not all employeers liked that. as team meetings at times were first thing in the morning, instead of say last thing of the day which i would have prefered. there was also the distrust that when left alone at work in the evening, without control, the work was not done proper. all in all i found this approach of employeers anyoing if not insulting. it may have changed to some extant due to covid, but there are still enough of that old mindset out there.""","2024-02-12 18:43:42","r8MLGFbOhYM"
"240","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:59","interest","""can see some tough work: for the muscle anatomy overlays  , great going""","2024-02-12 18:43:56","ufrFCjERMDc"
"248","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:00","amusement","his physique is based on illegal drugs.  lol.","2024-02-12 18:44:07","ufrFCjERMDc"
"506","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:32","appreciation of beauty","you can do it see  a hot girl better","2024-02-12 18:44:18","ZQFmRXgeR-s"
"271","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:03","interest","this guy has the same phisique as me just abs","2024-02-12 18:44:30","ufrFCjERMDc"
"491","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:30","confusion","wtf is this walmart wesker?","2024-02-12 18:44:41","58PpN0_VzQg"
"486","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:30","awkwardness","bet all you dorks didn’t see that this was a set up","2024-02-12 18:44:54","58PpN0_VzQg"
"312","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:08","positive","gotta appreciate the effort people put into finding these statistics","2024-02-12 18:45:05","ryZt5pc2O5s"
"301","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:07","negative","""bruv, please, these are just stats. you are not teaching how to crack the algorithm like ur title. you are teaching facts... ty for 14,5 minutes learning essentially nothing helpful.""","2024-02-12 18:45:25","ryZt5pc2O5s"
